start	end	text
0	18980	Muy bien, entonces, primera lectura del curso, voy a repetir algunas cosas que dije para el programa, el principio de la introducción, va a ser una definición de notación que vamos a utilizar en el curso,
18980	32380	yo después voy a brevemente hacer un repaso de las propiedades de convergencia en probabilidad y convergencia en distribución, esto es exactamente lo mismo que vimos en Econometría,
32520	42460	o sea que yo asumo que ustedes lo saben y lo voy a pasar súper rápido porque lo único que hice fue hacer copy-paste de esas slides y ponerlas acá solamente para que recuerden,
42460	58900	lo tengan todo en la misma transparencia, pero es lo mismo, las mismas propiedades que utilizamos en Econometría, básicamente porque nuestra forma de evaluar las propiedades asintóticas de los estimadores
58900	66100	es con el corte transversal tendiendo a infinito y tamaño de las siguientes corales.
66100	86000	Y después vamos a analizar lo que aquí dice, modelos de datos de panel lineales, es básicamente el modelo de regresión lineal simple y el modelo de regresión lineal múltiple,
86580	91780	que vimos en Econometría, pero en el contexto del dato de panel.
91780	99720	Después del modelo de regresión lineal simple y del modelo de regresión lineal múltiple,
100100	106720	tienen una parte que tiene que ver con modelos específicos de datos de panel,
106880	112400	que son los que la literatura llama modelos de efectos fijos y modelos de efectos aleatorios,
112400	125700	que es dentro de lo que yo mencioné en el programa, que es agregarle un componente que en la literatura de datos de panel se llama heterogeneidad no observada,
126400	133920	y que en el ejemplo que mencioné en la descripción del programa podría ser la habilidad,
133920	137920	en el contexto del modelo de capital lineal múltiple.
137920	157180	Hay dos modelos en la literatura, uno trata a la heterogeneidad no observada como una variable que puede o no estar relacionada
157180	160180	con las otras variables explicativas observadas del modelo.
161560	165060	Si no tiene relación, el modelo se llama modelo de efectos fijos,
165160	171520	si tiene relación, el modelo se llama modelo de efectos aleatorios,
171640	174280	si tiene relación, se llama modelo de efectos aleatorios.
174960	183520	Entonces vamos a describir la estimación de lo que la literatura de panel llama
183520	187100	Estimador de efectos aleatorios y estimador de efectos fijos.
188900	199740	Que no es ni más ni menos que la aplicación de mismos cuadros clásicos y mismos cuadros analizados.
200500	203200	Terminemos la parte de los modelos de datos de panel lineales,
203340	206960	tenemos todas las herramientas para seguir adelante,
206960	214920	solo que cuando se aplica a datos de panel cada estimador tiene su nombre propio
214920	218320	y en lugar de decir, bueno, estimamos por mismo cuadro clásico,
218840	220620	decimos, vamos a estimar por efectos fijos.
222000	225360	O FixEffectFE, que va a ser el comando de la SATA,
