start	end	text
0	13860	Muy bien, vamos a continuar con el tema de paneles no balanceados.
13860	33120	Lo que hicimos en la clase pasada fue describir dos contrastes de hipótesis para chequear si el desbalance del panel provoca o no sesgo de selección muestral.
33120	48540	Y lo que vamos a ver a partir de ahora es cómo hacemos para estimar los parámetros del modelo cuando efectivamente hay sesgo de selección muestral.
48540	70600	Y lo primero, el primer método que vamos a ver de estimación es como la generalización del método de Heckman de corrección por truncamiento incidental que vimos en el corte transversal, pero para el caso de datos de panel.
70600	95600	Entonces, el punto principal de la estimación de Heckman es que necesitábamos incorporar en lo que nosotros llamamos la ecuación del segundo paso,
95600	112880	la ecuación de interés, la inversa del cociente de mils que aparecía debido al truncamiento en el ejemplo que vimos de la estimación de la oferta de trabajo,
113280	124600	el truncamiento provisto por la decisión de trabajar o no trabajar con la comparación del salario de mercado y el salario de reserva.
125600	145600	Y la extensión de datos de panel se complica debido a la presencia de la heterogeneidad no observada que aparece en el modelo de componentes no observados.
145600	163060	Básicamente porque al tener una heterogeneidad no observada para poder hacer la estimación usando el método de efectos fijos,
163060	170640	nosotros necesitamos transformar el modelo con alguna de las tres transformaciones que hemos visto,
170840	178580	diferencias finitas, la transformación de efectos fijos o la transformación de desviaciones ortogonales,
178580	191480	y eso me pone complicaciones en lo que Heckman adiciona que es la inversa del cociente de mils.
191980	198020	Si ustedes quieren, podemos pensarlo con la transformación de efectos fijos,
198660	200760	perdón, con la transformación de diferencias finitas.
200760	207720	Cuando yo tengo el modelo de componentes no observados y transformo el modelo aplicando diferencias finitas
207720	212400	para eliminar la heterogeneidad no observada, que se subí,
213400	218360	lo que me queda son dos periodos temporales, T y T-1.
218360	228300	Y si yo quiero incorporar la inversa del cociente de mils, necesitaría incorporar dos inversas del cociente,
228400	230620	uno para el periodo T y otro para el periodo T-1.
231160	235260	Y eso complica la corrección.
235940	246360	Entonces, el método que se utiliza para corregir el sesgo de selección por truncamiento incidental,
246360	249340	como generalización del procedimiento de Heckman,
249820	257560	es un estimador propuesto por Bulldrich en un trabajo de 1995,
258840	265340	que está listado en la bibliografía del programa de la materia,
265700	269860	es una edición especial del Journal of Econometric,
270280	274620	que tiene cuatro o cinco artículos de estimación en datos de panel,
