start	end	text
0	20300	Muy bien, buenas tardes. Vamos a terminar con el modelo de efectos aleatorios y vamos a comenzar con el segundo modelo específico de datos de panel, que es el modelo de efectos fijos.
20300	40360	Solo para recordar lo que hicimos hasta ahora, el modelo de efectos aleatorios asume que la covarianza entre la heterogeneidad no observada y las variables implicativas observadas es igual a cero, y entonces uno puede dejar esa heterogeneidad no observada dentro del término de error.
40360	65560	Como la heterogeneidad no observada es constante en el tiempo, los errores tienen correlación serial, como tienen correlación serial, el método de estimación, que en la práctica se conoce como efectos aleatorios, es el método de estimación de mínimos cuadrados generalizados estimados.
65560	86920	Ese método de estimación tiene una estructura específica para la matriz de varianzas y covarianzas, dada por los supuestos de lo que se conoce como el modelo de efectos aleatorios,
86920	106920	y como vimos al comienzo del curso, método de estimado de mínimos cuadrados generalizados, los estimadores son cerrados, son consistentes, tienen distribución normal asintótica, etcétera, etcétera.
106920	123920	Lo último que nos queda por desarrollar es un par de contrastes de hipótesis que chequean por la presencia de la heterogeneidad no observada.
123920	134060	Nosotros comenzamos el curso con un modelo de regresión lineal múltiple de datos de panel sin ningún tipo de heterogeneidad no observada,
135060	141060	y saltamos a este modelo específico con heterogeneidad no observada,
141060	154120	y lo que uno tiene en la práctica es, o lo que uno desearía tener en la práctica es un modelo poblacional que me diga que tengo heterogeneidad no observada,
154200	158780	y esa heterogeneidad no observada no está relacionada con las variables explicativas observadas.
159120	166260	En muchos de los casos aplicados, el modelo no está especificado completamente,
166260	171460	y entonces, por lo menos, desde la parte estadística y econométrica,
171980	180220	la literatura ha desarrollado algunos contrastes de hipótesis para ver si efectivamente existe o no esta heterogeneidad no observada.
180620	185560	Obviamente, si no existe la heterogeneidad no observada, tengo un modelo de regresión lineal múltiple,
185560	193560	y todo funciona como mencionamos antes de la introducción del modelo de efectos aleatorios.
193560	204400	Si hay heterogeneidad no observada, entonces uno lo que hace es utilizar la estimación que vimos en la clase pasada.
204440	210740	Hay dos contrastes de hipótesis, el primero, los dos contrastes de hipótesis chequean lo mismo,
210960	214560	chequean que la varianza de la heterogeneidad no observada es cero.
215500	218780	Pero si la varianza es cero, es que no existe heterogeneidad no observada,
218780	229180	y entonces la hipótesis nula del T sugiere que el modelo no tendría esa extensión
229180	233860	al modelo de regresión lineal múltiple que desarrollamos al comienzo del curso.
233860	249440	Los dos contrastes de hipótesis utilizan la estimación de la varianza de C que vimos en la clase pasada.
249440	262820	Si ustedes recuerdan nuestro cálculo de omega, la matriz de varianzas y covarianzas en el caso de efectos aleatorios,
263220	265880	la matriz de varianzas y covarianzas tenía varianzas constantes,
266220	271660	la diagonal principal era la varianza del error idiosincrático U más la varianza de C,
272040	276300	y fuera del diagonal principal las covarianzas de los errores compuestos eran cero por C.
276300	284400	Entonces lo que uno hacía cuando quería estimar omega era estimar esas dos varianzas,
284540	293260	la varianza del error idiosincrático U y la varianza de la heterogeneidad no observada C,
293840	300340	en principio utilizando la estimación de la varianza del error compuesto
300340	305140	y las covarianzas del error compuesto.
305140	314600	Las covarianzas de entre B sub i T y B sub i J son signos cuadrados de C.
315140	321640	Teníamos la estimación de todas las covarianzas que estaban por encima del diagonal principal,
321860	325800	dividíamos por dos, porque están repetidas por debajo del diagonal principal,
325800	332480	y la ecuación 35, si ustedes se olvidan, del N a la menos un medio,
332980	345080	es como nosotros estimábamos la varianza, usando las covarianzas para estimar la varianza de C.
345080	353960	Ahí, en la ecuación 35, la estimación de la varianza de C dividía por los grados de libertad del modelo,
354640	359460	que tenía en cuenta cuántas covarianzas podía calcular, la dividía por dos,
359580	361800	la restaba el número de parámetros, etcétera, etcétera.
361800	370200	Aquí simplemente está reescalada por N a la menos un medio para utilizar algún teorema central del límite
370200	371260	y hacerlo con la jerarquía.
371260	387660	La idea es que la ecuación 35, dividida por el debido estándar,
388020	393260	tiene la distribución normal 0.
393260	404120	De nuevo, el estadístico 36 que tienen allí es Z, la ecuación 36,
404820	408620	va a adoptar un valor pequeño si el numerador es chiquito,
408700	410460	el numerador es la estimación de la varianza de C,
410580	415680	o sea que cuando la apótesis nula es cierta,
415960	418340	es decir que la varianza de C es efectivamente 0,
418600	422360	uno esperaría que el numerador de ese estadístico sea un número parecido a 0,
422360	426280	valores pequeños de Z están asociados con el cumplimiento de la hipótesis nula,
426400	429840	valores grandes de Z están asociados con el cumplimiento de la hipótesis alternativa,
430840	439360	grande pequeño, simplemente ubicamos Z dentro de la normal 0,1,
439480	442980	calculamos el valor de probabilidad que nos deja el estadístico de contraste,
443080	449880	comparamos el estadístico de contraste con el nivel de significación elegido para contratar
449880	453800	y si el valor de probabilidad del estadístico de contraste es más chiquito
453800	457140	que el nivel de significación yo rechazo a la hipótesis nula,
457340	461720	es decir que C subí está presente en el...
461720	466720	El segundo contraste que aparece en la literatura,
466860	474200	y es un contraste que les diría aparece más utilizado empíricamente,
474200	482060	porque la mayoría de los programas que estiman por efectos aleatorios lo publican,
482120	485640	o uno lo puede pedir para que lo calcule,
486200	489820	es un test del multiplicador de Lagrange, de Breusch y Pagan,
490540	497400	de 1980, que también se basa en la estimación de la varianza de C,
497400	502980	tiene una expresión un poquito diferente y está elevada al cuadrado,
503140	508400	como nosotros hemos visto, los estadísticos del multiplicador de Lagrange
508400	511220	utilizan la forma cuadrática, tiene la inclusión de C cuadrado,
511820	516460	pero la idea es la misma,
518660	523400	aquí tienen, si uno quiere interpretarlo en términos,
523400	529780	en términos intuitivos o coloquiales,
530240	532980	en el numerador, digamos,
533100	538620	si yo lo expresara en términos de la estimación de una varianza,
538740	541680	tengo la variable elevada al cuadrado menos,
542300	544860	o sea, si yo hago el saco de nominado común,
545520	550080	es como si tuviera la esperanza de la variable al cuadrado
550080	551960	menos la esperanza de la variable de todo al cuadrado,
551960	555280	esa sería la estimación de la varianza de C,
555440	558500	dividido la varianza en el denominador,
558580	561600	de nuevo, el numerador debería ser un número pequeñito,
561980	565060	si la hipótesis nula es verdadera,
565480	568340	y entonces el estimador, el estadístico LM,
568480	569880	debería ser un número cercano a cero,
570420	576120	si la hipótesis nula es verdadera,
576120	580860	o sea, que valores pequeños del estadístico LM
580860	582900	están asociados con el cumplimiento de la hipótesis nula,
583000	585840	valores grandes con el cumplimiento de la hipótesis alternativa,
585940	587620	de nuevo, calculo el estadístico LM,
587740	590240	lo ubico en la distribución chi cuadrado con un grado de libertad,
591800	594080	calculo el valor de probabilidad del estadístico LM,
594440	596520	si el valor de probabilidad es menor al nivel de significación,
596620	597680	rechazo la hipótesis nula,
597680	600120	si el valor de probabilidad es mayor al nivel de significación,
600300	601340	acepto la hipótesis nula.
601940	607660	Este test de principal aparece en la mayoría de los programas
607660	613480	que hacen la estimación de efectos aleatorios,
614100	615520	aparece porque en realidad,
616860	621680	históricamente es anterior al test que mencioné
621680	623160	en la transparencia anterior,
623160	628240	pero tiene un supuesto adicional
628240	633420	que es que los errores deben tener distribución normal
633420	637260	para que este estadístico tenga distribución chi cuadrada.
637440	640200	Entonces, si bien hay dos cosas,
640360	645100	uno, históricamente apareció primero
645100	648580	y como apareció primero,
648960	652040	la mayoría de los paquetes estadísticos que estiman
652040	654060	los incluyen,
654900	658300	como tiene este supuesto error normal
658300	660640	para obtener la distribución del estadístico,
661780	664420	con el paso del tiempo,
665060	666860	se fueron mejorando, entre comillas,
667000	668440	los contrastes,
668500	670900	y apareció este otro contraste que yo mencioné antes,
671260	672140	que no está,
673040	675520	no está en alguno de los programas que utilizan
675520	676220	para estimar,
676260	677780	y hay que calcularlo a mano.
677900	679180	Como hay que calcularlo a mano,
679180	683500	muchas veces lo que se hace es
683500	685700	hacer de Bravipad
685700	689240	con el comando del programa,
689360	689680	pero bueno,
689760	691360	tiene las dos versiones,
691440	694660	lo único que hay que saber,
694860	698120	si quieren usar el estadístico de Bravipad,
698620	700380	tenemos que asumir
700380	702620	que los errores del código tienen un curso.
702620	711320	Dicho eso,
711820	713860	vamos a pasar al segundo de los modelos,
714260	716680	que es el modelo de efectos fijos.
717420	719480	Les recuerdo que la única diferencia que hay
719480	722740	entre el modelo de efectos de letra y el modelo de efectos fijos
722740	725060	es que el modelo de efectos fijos
725060	727840	lo que asume es que existe algún tipo de relación
727840	729420	entre la heterogeneidad no observada
729420	731240	y las variables explicativas observadas.
731240	734500	Es decir que la ecuación 38,
734680	736420	que es la misma ecuación que vimos antes
736420	739240	para el modelo de efectos aleatorios,
739680	743000	en esta ecuación de componentes no observados,
743360	745440	lo que vamos a asumir es que la covarianza
745440	749760	entre C sub i y X y T
749760	753640	es diferente de C.
754760	756320	Y si es diferente de cero,
756460	762920	entonces no se cumple el supuesto
762920	766820	que hicimos para efectos aleatorios.
766820	771760	Ahí tengo el siguiente problema.
