start	end	text
0	16920	Muy bien, vamos a terminar con los modelos de selección
16920	23700	cuando tenemos alguna de las variables explicativas observadas que son endógenas.
23700	36020	La clase pasada lo que hicimos fue desarrollar el estimador de full two-stage least square
36020	46580	que uno aplica cuando hay endogeneidad pero no hay heterogeneidad observada en el modelo
46580	60220	y lo que vamos a hacer ahora es extender la estimación al modelo completo de datos de panel
60220	67600	que es con heterogeneidad no observada.
68260	79660	La idea es la misma que hicimos cuando desarrollamos el tema en paneles concretos,
79660	90460	básicamente cuando tenemos endogeneidad no observada en modelos donde no hay endogeneidad,
91260	98660	lo que uno hace es transformar el modelo con algún tipo de transformación,
99360	103780	diferencia finita, diferente en podonales o la transformación de efectos físicos
103780	105380	y después la estimamos por full two-legs.
106160	113560	O sea, la introducción a la estimación con variables endógenas en full two-legs
113560	118560	es básicamente la introducción a lo que vamos a hacer cuando tengamos efectos físicos,
118660	122520	es decir, vamos a tener que transformar el modelo para eliminar ese subí
122520	124360	y después vamos a tener que aplicar full two-legs,
124360	128440	o sea que las condiciones para obtener estimaciones consistentes
128440	131920	al final van a ser las condiciones de full two-legs.
131920	139220	Entonces, lo que tienen aquí en la transparencia es el modelo de componentes no observados,
139680	144840	la ecuación 18, en donde I subit es la variable dependiente,
145100	147700	I subit son las variables explicativas observadas,
147700	157440	beta es el vector de coeficientes, es la heterogeneidad no observada de corte transversal,
157440	162820	Q subit es el error idiosincrático del modelo,
163540	168740	y en la ecuación 18 los supuestos los tienen azul ahí abajo,
168820	175580	son esos tres, primero que existe correlación arbitraria entre la heterogeneidad no observada
175580	177620	y las variables explicativas observadas,
177620	180040	estamos en un modelo de efectos fijos,
180920	191700	ahora a diferencia del modelo con variables explicativas estrictamente exógenas,
192060	198820	vamos a asumir que alguna de las variables observadas están relacionadas con el error idiosincrático,
198820	201040	es decir, alguna de esas variables es endógena,
201780	209120	y como alguna de las variables son endógenas vamos a necesitar instrumentos,
209260	211880	nosotros los vamos a llamar Z y T,
211880	215780	que son estrictamente exógenas, confisionadas en la heterogeneidad.
215780	238020	Entonces, para hacer la estimación necesitamos transformar el modelo con alguna de las transformaciones
238020	240980	que mencionamos anteriormente,
241320	250760	en este caso lo que vamos a asumir es que las X y las Z varían en el tiempo,
250860	254320	de forma tal que cuando yo aplique cualquiera de esas transformaciones
254320	257600	no elimino ninguna de las variables que hay,
257940	261300	ni en las variables explicativas observadas, ni en los instrumentos.
261300	268020	Cuando la estimación es consistente, bueno,
