start	end	text
0	1000	Buenas tardes.
1200	12740	Buenas tardes. Vamos a seguir con la estimación en paneles no balanceados
12740	17060	cuando tenemos cerro de selección.
17060	36840	Lo que vimos hasta ahora fue dos procedimientos que son la generalización del procedimiento de HEPPAN
36840	43320	para la corrección del CEO de selección en corte transversal,
43320	49440	la generalización a datos de HEPPAN, que hizo Bullrich en el 2005, como se ve.
52520	61040	Y los que empezamos a ver la clase pasada y que vamos a terminar hoy
61040	68440	es un procedimiento alternativo debido a Rochina barra China.
69300	73080	Cuando terminemos con el trabajo de Rochina barra China,
73320	86300	nos queda uno o varios procedimientos para corregir o estimar el modelo
86300	97020	cuando tenemos atrillo, porque todas estas conexiones son para el sesgo de selección
97020	101580	preocupados por el truncamiento incidental, o sea que nos queda la parte de atrillo.
102700	117940	Y una vez que terminemos con atrillo, vamos a extender las correcciones a modelos
117940	123680	en los cuales las variables explicativas observadas puedan ser endógenas.
124680	130880	Recordemos que en todos estos procedimientos que estamos viendo,
130880	141960	la condición para obtener estimadores consistentes es que las variables explicativas
141960	150620	sean estrictamente exógenas y cuando tenemos alguna variable endógena
150620	157260	ese supuesto no se cumple y entonces vamos a tener que especificar otro tipo de corrección
157260	163600	parecido a esto que estamos viendo, pero involucrando algún tipo de variable
163600	167340	para poder hacer la corrección.
168340	175820	En términos de los procedimientos que vimos, recapitulo un poquito
175820	184120	el procedimiento que vamos a ver ahora, que es el procedimiento de Rochina barra China,
184120	193080	que lo que hace es levantar uno de los supuestos que hace Wulthich en la corrección
193080	200560	del sesgo por truncamiento incidental en el panel, que es el supuesto C, W1C,
200720	206240	lo llamamos nosotros en las transparencias, que lo que hace es especificar
206240	211760	la heterogeneidad no observada en términos de las variables explicativas observadas.
211760	217240	Y nosotros vimos para el procedimiento de Wulthich dos especificaciones
217240	225740	de esa heterogeneidad no observada, lo que llamamos la especificación de Mumbla,
226100	234200	que relaciona a la heterogeneidad no observada con las medias temporales
234200	239520	de las variables explicativas en el corte transversal, y la especificación de Chamberlain,
239520	246760	que especifica esa heterogeneidad no observada en función de las variables explicativas
246760	248260	en todos los periodos temporales.
249260	256520	En cualquiera de las dos especificaciones, el supuesto, lo único que hace es eliminar
257480	262920	la ecuación de interés, la heterogeneidad no observada, sin hacer ninguna de las transformaciones
262920	268340	que vimos para eliminarla en los modelos estáticos en paneles completos.
268480	278520	Es decir, no utiliza ni diferencia finita, ni la transformación de efectos fijos,
278580	280620	ni la transformación de diferencias ortogonales.
280620	289520	Entonces, hace el supuesto de la heterogeneidad no observada relacionada con las variables explicativas
289520	294040	observadas para, efectivamente, cuando uno toma la esperanza matemática,
294160	301500	reemplazar esa esperanza matemática por la forma funcional de la heterogeneidad no observada,
301500	308520	y entonces eliminar la heterogeneidad no observada del modelo original.
309860	318680	Rochina Barrachina va a levantar ese supuesto, va a suponer que la relación entre la heterogeneidad no observada
318680	325760	y las variables explicativas observadas no se conoce, es decir, que yo no sé cuál es,
325760	332620	y como yo no sé cuál es la relación, no voy a poder hacer la transformación,
333560	336900	no voy a poder eliminar la heterogeneidad no observada,
338760	348400	utilizando ninguna de las, utilizando la especificación de Uldrich en ninguna de sus dos versiones,
348400	360680	y el levantamiento de ese supuesto tiene que tener otros supuestos alternativos,
361420	366300	básicamente porque si no tuviera otro supuesto alternativo,
366880	370660	que sería una estimación más general, porque utiliza un supuesto menos,
370660	382500	los supuestos alternativos que utilizan, que utiliza Rochina Barrachina son los supuestos que vimos la clase pasada
382500	390500	con el procedimiento de Bunderson en el corte transversal, es decir, el procedimiento de Bunderson era,
390500	401940	si ustedes recuerdan, la estimación de un modelo de salarios para aquellos trabajadores que quedaban en la empresa
401940	409600	después de haber recibido capacitación, y esa capacitación, quedar en la empresa después de recibir la capacitación,
409740	412740	que era una combinación de decisiones de la empresa y del trabajador,
412740	420800	si el trabajador se quería quedar o se quería ir, si la empresa se quería retenerlo o no al trabajador,
421500	431080	y lo que va a hacer Rochina Barrachina en la generalización a datos de paneles,
431180	437740	que en lugar de tener dos decisiones de trabajador y de empresa,
437740	444100	lo que va a hacer es utilizar el operador de diferencia finita para eliminar el C sub i,
444420	449820	y después me va a quedar un mecanismo de selección en el periodo t y un mecanismo de selección en el periodo t-1,
450140	453360	y esas van a ser nuestras dos decisiones conjuntas,
453360	461720	que es la eliminación del C sub i.
462600	474160	Entonces, vamos a detallar el procedimiento como lo propone Rochina Barrachina,
474300	478740	que lo mencioné en la clase pasada, que es para T mayúscula igual a 2,
478740	488260	y después vamos a ver cómo uno podría extender este procedimiento a T mayúscula mayor a 2.
488740	493940	La ecuación de interés va a ser la ecuación 7 que tienen allí en la transparencia,
493940	500900	tiene I sub i t como variable dependiente,
501940	508300	y X j, en lugar de I, X j t,
509100	514200	1 como variables explicativas observadas,
514740	516260	beta es el vector de parámetros,
516260	518520	C sub j es la heterogeneidad no observada,
518660	523540	U j t es el error idiosincrático de la ecuación,
523940	531420	y Rochina Barrachina presenta como mecanismo de selección
531420	539080	una ecuación estructural que vincula a una variable latente,
539300	544060	H j estrella, que es igual a C j,
544060	549740	que va a representar la heterogeneidad no observada en el mecanismo de selección,
549900	551140	N es el mecanismo de selección,
551140	554700	X j t por delta,
554820	558620	X j t van a ser las variables explicativas del mecanismo de selección,
558620	560960	delta es el vector de parámetros,
561680	563400	como dijimos en la clase pasada,
