start	end	text
0	10480	Muy bien, vamos a continuar con los modelos de datos del panel.
12580	21880	Básicamente lo que hicimos la clase pasada fue describir la explicación del modelo
21880	27680	utilizando el método de mínimos cuadrados clásicos,
27680	33580	que en el caso de datos del panel se conoce con el nombre de PUL o ELES
33580	46560	y lo único que cambia con respecto a lo que vimos en la econometría del foro transversal
46560	55860	es que lo desarrollamos primero sin asumir ningún supuesto
55860	59160	sobre el comportamiento del movimiento de orden 2 de los errores
59160	65060	y entonces derivamos la matriz de varianzas y covarianzas de los estimadores
65060	70000	de mínimos cuadrados clásicos robusta, entre comillas,
70180	73560	ante la presencia de heterosecticidad y correlación serial en el tiempo
73560	79860	y después impusimos los supuestos estándar de elasticidad y ausencia de correlación serial
79860	87360	y derivamos la varianza de los estimadores de mínimos cuadrados clásicos
87360	92000	en presencia de elasticidad y ausencia de correlación serial,
92000	96440	de forma tal de que si yo quiero estimar en forma consistente
96440	101040	los parámetros del modelo por PUL o ELES
101040	104120	lo que necesito es exponeridad contemporánea
104120	109020	entre las variables indicativas y los errores de la ecuación
109020	117660	con ese supuesto más el supuesto estándar de rango de la matriz de variables explicativas completo
117660	126240	uno puede derivar la propiedad de consistencia y la distribución asintótica normal del estimador
126240	139620	y después lo que hicimos fue mencionar algo que ya habíamos hecho en econometría
139620	147040	y es el hecho de que cuando yo no asumo homosecticidad y ausencia de correlación serial
147040	148800	tengo dos formas de proceder
148800	153540	la primera es efectivamente estimar los mínimos cuadrados clásicos
153540	156720	y calcular correctamente la matriz de varianzas y covarianzas
156720	158740	de los estimadores de mínimos cuadrados clásicos
158740	161740	en presencia de elasticidad y correlación serial
161740	166940	y la otra forma de proceder es cambiar de método de estimación
166940	171780	digo, los estimadores de mínimos cuadrados clásicos en presencia de elasticidad y correlación serial
171780	173200	no son eficientes
173200	177060	una forma de encontrar los estimadores eficientes
177060	180860	es cambiar de método de estimación y estimar por mínimos cuadrados generalizados
180860	189060	que es lo que tienen allí en la última transparencia
189060	192120	estimar por mínimos cuadrados generalizados
192120	199240	lo único que hace es reforzar el supuesto de exogeneidad
199240	204060	porque para que el estimador de mínimos cuadrados generalizados sea consistente
204060	207740	necesitamos pasar del supuesto de exogeneidad contemporánea
207740	209760	al supuesto de exogeneidad estricta
209760	218480	y reforzar el supuesto sobre las variables explicativas del modelo
218480	223300	porque ahora el mínimo cuadrado clásico necesita invertir x transpuesta por x
223300	228120	el mínimo cuadrado generalizado necesito invertir x transpuesta por x
228120	230120	inversa por x
230120	234460	y entonces necesito que esa matriz tenga rango completo
234460	236320	sea positiva definida por la variable
236320	242320	de forma tal de que yo pueda despejar el estimador de mínimos cuadrados generalizados
242980	244240	que llamamos beta tilde
244240	248120	ese beta tilde es consistente
248120	251320	dado el supuesto de exogeneidad estricta
251320	255160	y es asintóticamente normal
255160	259920	con una matriz de varianza y covarianza
259920	261580	dada por la expresión que tienen allí
261580	263840	en el centro de la transparencia
263840	265580	A inversa B A inversa
265580	268180	A inversa es simplemente
268180	271000	la esperanza matemática
271000	274400	de x transpuesta por omega inversa por x
274400	276160	inversa
276160	279840	P es la varianza de la secuencia
279840	284560	suma de x transpuesta por omega inversa
284560	288980	Una consulta
288980	294140	Si utilizo la estimación robusta de la matriz de varianza y covarianza
294140	295960	es decir, la fórmula 13
295960	299200	ahí el estimador entonces no es eficiente
299200	299740	¿No es cierto?
300500	300740	No
300740	303360	Ah, ok, ok
303360	305180	pero entonces es casi como que
305180	308620	esa forma no nos sirve de mucho
308620	310640	porque si no son estimadores eficientes
310640	314020	A mí la verdad es que la eficiencia no me importa
314020	316800	pero si vos estás muy interesado en la eficiencia
316800	321640	el estimador no es eficiente
321640	325520	Lo que tenés que tomar en cuenta es que
325520	328960	para tener el estimador eficiente
328960	332560	necesitas hacer un supuesto de exogeneidad bastante más fuerte
332560	334580	Ok, ok
334580	337660	O sea, y en general
337660	339820	en economía
339820	342640	lo que uno trata de hacer es tener
342640	345640	los supuestos más débiles
345640	346820	sobre la exogeneidad
346820	348300	porque hay muchos modelos
348300	350580	una parte de esos modelos
350580	353420	lo vamos a revisar después de ver todo esto
353420	355300	de modelos estáticos lineales
355300	356900	cuando pasemos a los modelos dinámicos
356900	359860	en donde yo no puedo asumir exogeneidad estricta
359860	361620	y la única forma de proceder
361620	364460	es asumiendo exogeneidad contemporánea
364460	367400	o exogeneidad secuencial
367400	369880	que viene un poquito más adelante
369880	371260	o sea que todo depende
371260	373880	de lo que vos estés estimando
373880	376860	de lo que vos puedas llegar a asumir
377560	381960	en términos de la exogeneidad
381960	383580	y cuáles sean tus preferencias
383580	385400	acerca de las propiedades
385400	388520	que querés de tus estimadores
388520	390420	lo que vamos a hacer en el curso
390420	392400	es que yo te voy a presentar todas las opciones
392400	396220	y después vos elegís la que más te guste
396220	397740	¿sí? digamos
397740	402020	después cuando elijas la que más te guste
402020	402760	de nuevo
402760	406200	tenés que presentar evidencia
406200	407480	de que se cumple el presupuesto
407480	408440	que vos estás haciendo
408440	410960	o sea, si vos querés estimar
