start	end	text
0	21100	Muy bien, vamos a terminar con la estimación del modelo autoregresivo de orden 1 en datos de panel.
21100	38540	Lo que hicimos la clase pasada fue mostrar que cuando tenemos un modelo que tiene la variable dependiente rezagada como variable explicativa,
39540	44620	esa variable no cumple con la condición de exogeneidad estricta,
44620	52680	y entonces tanto la estimación por mínimos cuadrados clásicos como la estimación por mínimos cuadrados generalizados
52680	58920	me deja estimadores que no son consistentes, y entonces necesitamos cambiar de método de estimación,
59040	67820	y el método de estimación alternativo que controla por la endogeneidad de la variable sería el método de variables instrumentales.
67820	75440	Entonces, en la literatura hay dos estimadores que utilizan este método,
75600	83100	que utilizan el método más general de GMM, o método generalizado de momentos,
84040	90760	que son el método de Arellano y Bond y el método de Blandelli-Bond.
90760	93840	El método de Arellano y Bond es el que describimos en la clase pasada,
94640	102660	que lo que hace es tomar diferencias finitas en el modelo para eliminar la heterogeneidad no observada,
103520	113160	y cuando tomo diferencias finitas, lo que hago es, primero, perder las primeras dos observaciones para cada corte transversal,
113160	118980	digo, la primera observación la pierdo porque tengo un modelo autoregalecido de orden 1,
119100	124000	o sea que cuando quiero calcular I sub I T menos 1, pierdo la primera observación,
124120	129400	cuando aplico la diferencia finita, pierdo la segunda observación,
130280	136100	o sea que recién puedo empezar a estimar el modelo a partir de la observación 3,
136100	147440	y lo que hace Arellano y Bond es extender la estimación que nosotros mencionamos al comienzo de Anderson y Siao,
148160	159720	con una matriz que utiliza todos los instrumentos posibles para cada punto de frecuencia temporal,
159840	162420	a partir de la observación T igual a 3.
162420	170420	El método de Anderson y Siao, que mencionamos en la clase pasada, al principio,
171100	176720	lo que hace es utilizar como instrumento para la diferencia finita de I sub I T menos 1,
177560	180320	el valor en niveles de I sub I T menos 2,
182340	185840	Anderson y, perdón, Arellano y Bond,
185840	192100	lo que hacen es agregarle a ese solo instrumento todos los instrumentos posibles,
192420	195840	para cada periodo temporal,
196040	199100	y entonces eso le da una matriz que nosotros llamamos Z sub I,
200060	208140	Z sub I para el modelo escrito para una observación genérica I,
208360	210920	y agrupando todas las observaciones de frecuencia temporal,
210920	218240	y después se utiliza un método de estimación de GMM,
219040	229680	en el cual en lugar de tener el tradicional método de variables instrumentales,
230100	234080	lo que tiene es el método de variables instrumentales ponderado por una matriz
234080	236420	que nosotros llamamos W,
237420	246160	y que en el contexto de corte transversal y en el contexto del sistema de ecuaciones,
246880	250380	nosotros vimos el estimador de GMM,
250840	252880	vimos varios estimadores de GMM,
252880	257340	todos tienen la misma estructura que es
257340	262240	X trascuesta por Z,
262760	264580	Z trascuesta por W por Z,
265220	271380	Z trascuesta por X inversa,
271620	273880	y lo mismo pero multiplicado por...
273880	277900	Y en el contexto de datos de panel,
278700	282020	la matriz de instrumentos nosotros llamamos Z,
282760	287100	y hay dos matrices ponderadoras que utilizan el Yery Bond,
287220	290000	la matriz W1 y la matriz W2,
290100	299300	la matriz W1 asume que los errores idiosincráticos no tienen ningún problema,
299300	305480	y entonces es como si tuviéramos el estimador de mínimos cuadrados en dos etapas para sistema,
305840	309300	eligiendo a W como Z trascuesta por Z inversa,
310140	317120	y qué es lo que tienen allí en el primer recuadro W1,
317680	324800	y cuando yo asumo que los errores pueden tener algún problema de esteroseasticidad
324800	325980	con relación cerebral en el tiempo,
326100	328120	entonces la matriz W2,
328280	331800	que es la matriz del estimador de la región y bonde de dos pasos,
332400	335700	es una matriz que en lugar de tener Z trascuesta por Z,
335780	339980	tiene Z trascuesta por los residuos por los residuos trascuesta por Z.
342060	347760	Y en este estimador del segundo paso,
347760	355320	los residuos se construyen con la estimación del modelo utilizando la matriz W1.
356520	358080	Entonces tenemos esos dos estimadores,
358860	362940	la matriz de varianza y covalianza es la tradicional de GMM,
363020	368400	la tienen en el caso particular del poder autoregresivo de orden 1,
368500	371020	tengo una varianza porque tengo un solo coeficiente,
371520	372980	que es el coeficiente autoregresivo,
373100	375560	que nosotros llamamos ρ o ρ1, ya no me acuerdo.
375560	387260	y la varianza de ρ1 es igual a la estimación de la varianza
387260	397640	del error idiosincrático por delta trascuesta de I menos 1 por Z por W1 por Z,
397640	401280	por delta de I menos 1,
401460	407740	que es el vector de I sub it menos 1,
407900	412340	agrupando todos los periodos temporales de cada observación del coeficiente.
413640	415800	Inverso, todo eso inverso.
416180	420140	Y la varianza del estimador de dos pasos,
420340	423060	del coeficiente autoregresivo de orden 1,
423060	427040	la única diferencia que tiene con la varianza anterior
427040	430900	es que utilizamos aquí el ponderador de Z.
431220	434920	Entonces necesitamos estimar,
435340	436280	ahí ya está puesto,
436700	444480	pero en términos de la derivación de cualquier matriz de varianzas y covalianza,
444540	446080	o de varianza en este caso,
446080	448460	tengo sigma cuadrada,
448540	451200	lo tengo que estimar para ponerle el sombrerito a la varianza
451200	454480	y para ponerle el sombrerito al sigma cuadrado,
455440	460380	y la estimación es una estimación de la varianza de U.
461380	469220	La estimación de la varianza de U es básicamente lo que tenemos siempre,
469720	473080	que es suma de residuos al cuadrado y biogrado de libertad.
473080	478120	Solo que aquí la suma de residuos al cuadrado
478120	481840	es la suma de residuos del modelo transformado por diferencia finita.
482660	488140	Entonces si yo quisiera calcular la varianza
488140	498060	de diferencia finita de U sub y T,
498200	502080	que es el error de la ecuación transformada por diferencia finita,
502080	507380	esto es igual a la esperanza matemática
507380	515420	de U sub y T menos U sub y T menos 1 al cuadrado.
517620	520420	Menos la esperanza de U sub y T por la esperanza de U sub y T menos 1,
520500	521620	pero la esperanza de U sub y T es 0,
521740	523120	entonces es desaparente.
523120	530520	Entonces, si yo desarrollo el cuadrado,
530640	540760	esto es la esperanza de U sub y T al cuadrado más U sub y T menos 1 al cuadrado,
541300	550300	más menos, perdón, menos U sub y T por U sub y T menos 1 por 2.
550300	557340	Entonces, cuando aplique la esperanza matemática,
557800	563220	el último término desaparece porque la covarianza entre U sub y T y U sub y T menos 1,
563320	568120	y eso es 0, pero en los primeros dos términos me queda la varianza de U.
568120	573800	O sea, acá tengo la esperanza de U sub y T al cuadrado es sigma al cuadrado de U,
573880	574300	pongámosle,
