start	end	text
0	9320	Bueno, hoy tenemos para arrancar el Problem Set 2.
10380	15480	Les dejé ya todo cargado en el Dropbox, así que si quieren ir siguiendo los códigos, van a estar acá.
17420	25300	Y en el campus también tienen más fácil el enunciado, y no voy a dejar las soluciones a mano
25300	28460	porque hay algunas cosas que va a ser más fácil leerlas de ahí directo.
30960	32660	Hay que decirlas solamente en vivo.
36580	43380	Mi idea para hoy es llegar a cubrir los ejercicios 1 y 2 para no ir corriendo porque son 4 ejercicios.
43380	49380	Y nada, la verdad que estamos bien de tiempo, así que no...
49380	50760	Vamos a ir por ahí.
51960	56960	Pequeño comentario, semana que viene, Semana Santa, así que sábado no nos vemos.
57400	58740	Nos vemos el próximo sábado.
60000	66760	Nada, buen momento para ponerse al día con todas las cosas que tengamos pendientes por ahí.
68520	72300	Lo cual es una gran mentira porque después llega el fin de semana y no hacemos nada productivo.
73920	74820	Y si no es imposible.
74820	79780	Así que, bueno, nada, vamos a seguir arrancando.
79780	89180	Bueno, en este problem set lo que vamos a hacer es, digamos, hasta ahora veníamos hablando más bien de modelos lineales.
89180	96960	Y con este problem set vamos a trabajar con modelos lineales que tienen una particularidad más, que son los componentes no observados.
97140	98620	Esto con Martín entiendo que ya lo vieron.
99320	103420	Si no, creo que hace dos clases o tres ya habrán arrancado con este tema.
103420	112360	Así que acá van a empezar a surgir cosas más orientadas a panel en sí, y no tanto repaso de econometría.
112360	123620	Voy a ir compartiendo acá porque quiero hacer un mini repasito de un par de cosas, así después no lo tengo que decir de cero.
123620	127660	Así que voy a compartir.
144460	150240	Solamente para hacer un mini repaso de las cosas, más bien de las modelos teóricos que vamos a estar viendo hoy.
150240	155060	Y para tener las ecuaciones en algún lado, en otra vez.
156560	167880	Primero que nada, recordar que la motivación de estas últimas clases fue partir del modelo lineal que teníamos originalmente.
168280	171240	Pero ahora lo que vamos a hacer es considerar un modelo...
180240	185180	Un modelo que va a tener esta forma.
186700	193140	C y más x y beta, más u y p.
195640	199020	Donde lo que estamos haciendo es agregarle esta C y acá al modelo.
199740	202160	C y vamos a decir que es un efecto no observado.
202820	205780	Que no cambia en el tiempo para cada una de las unidades observacionales.
205780	207940	Por ejemplo, personas, counties, la que sea.
211020	216820	Y este efecto se le suele llamar efectividad, heterogeneidad individual, heterogeneidad no observada, etc.
216820	224640	En base a esta, a decir, bueno, para mí la estructura de los datos sigue de esta forma,
224880	231000	lo que se hace en esta materia, en datos de panel y en la econometría de datos de panel en general,
231460	237620	es proponer dos visiones acerca de qué es lo que creemos del CI.
237620	247060	Y lo que vieron en clase es que tenemos, por un lado, el modelo de random effects.
254180	256620	Y por otro lado, el modelo...
256620	269380	O sea, efectos fijos versus efectos aleatorios.
272180	274620	Históricamente lo que se decía era como que...
275220	278400	Random effects considera que el CI que tenemos acá
278400	282740	es como una variable aleatoria.
282740	289440	Mientras que fixed effects lo que decía, una forma de pensarlo era
289440	293680	decir, lo trato como un parámetro a ser estimado.
293840	299400	O sea, cuál es el efecto de pertenecer a, no sé, California en la variable que estamos viviendo.
300840	304740	Otra forma de pensarlo, que para mí me parece un poco más intuitiva o más ajustada
305260	307220	a lo que vamos a trabajar en FTP,
307220	313920	es pensar en el modelo de random effects como un modelo donde...
313920	316140	Como estamos tratando al CI como una variable aleatoria,
316200	318600	lo que estamos diciendo es que hay ausencia
318600	322140	de correlación
322140	327080	entre el error y las variables explicativas.
327080	334780	Y el modelo de fixed effects lo que va a hacer es plantear,
334780	337780	o más bien permitir presencia...
341780	346380	De correlación, sí.
351040	356940	De vuelta, esto igual, entiendo que ya lo vieron con Martín...
357080	363140	Basado en estos dos modelos, lo que vamos a decir es, bueno, queremos estimar, ¿no?
363980	366660	¿Qué vamos a usar hoy para estimar, o sea, en el TP de hoy?
367320	372060	Pool do del ES, ya estamos todos de acuerdo, aquí es la respuesta por X inversa, aquí es la respuesta por Y,
372160	372580	nada raro.
374060	380160	El problema con pool do del ES es que según qué modelo estemos teniendo en mente,
382000	385580	bueno, vamos a ver, problema en los errores, porque si hay correlación en los errores,
385580	391780	ya vimos la semana pasada que la estimación de la matriz de varianzas y covarianzas no va a ser la correcta,
391840	394240	por lo tanto la diferencia que hagamos no va a ser la correcta.
396340	401580	Y ya después, en el caso de random effects, lo que vamos a hacer es...
401580	414200	Esto, de vuelta, es un punteo súper artesanal para ponernos un poco en contexto antes de ir al código, así.
414200	424960	En random effects lo que vamos a hacer es básicamente incluir a este componente no observable en el término de error.
424960	436020	Y es lo mismo que hacemos en pool do ELS, solo que en pool do ELS lo dejamos en el término de error y nos queda ahí.
436020	450300	Acá vamos a hacer el supuesto de que los seis de vuelta son ortogonales.
450300	464540	Esto va a ser como la parte más fuerte, la más fuerte de aplicar este modelo, porque se está pidiendo dos cosas.
464720	469540	Una, exostenibilidad estricta, y dos, ortogonalidad entre CI y X y T.
470840	475300	Que después en el TP igual vamos a ver casos donde por qué podría no cumplirse la ortogonalidad.
475300	486160	Y aparte, como dijimos antes, que también aplica al caso de OLS,
486840	489500	como lo que estamos haciendo es reescribir un poco el modelo...
489500	495620	Nosotros partíamos de este modelo, ¿no?
499760	500600	¿Puedo operar?
502760	503160	¿Puedo operar?
505300	512140	Partíamos de este modelo, ¿no?
512760	517680	Lo que vamos a hacer en Random Effects, que es lo que se hace también en PIO, en pool do ELS,
518220	526320	es este y este juntarlos en un mismo componente, que es el error compuesto.
531560	533760	Esto es una B, y esto es una U.
533760	535280	Y esto es una U.
535300	548880	Donde este error compuesto, que va a ser CI más U y T,
552180	557200	nos va a estar generando este problemita sobre los errores, como dijimos antes,
557200	564200	entonces lo que vamos a hacer es usar GLS, como hicimos la semana pasada, para calcular la matriz correcta.
567180	568740	Eso por el lado de Random Effects.
569280	571200	Por el lado de Efectos Fijos...
571200	589660	Lo que vamos a tener es, repito un poco el modelo, vamos a pensar, Y y T igual a X y T subeta, más CI más U y T.
589660	605840	Pero como decíamos, lo que nos hace este modelo es permitir que la covarianza entre CI y X y T sea distinto de cero.
605840	617420	Entonces, básicamente lo que estamos pensando es que algunas de estas variables que no podemos observar correlacionan con el error compuesto,
617560	628160	entonces FGLS nos va a dar estimaciones sesgadas e inconsistentes, entonces vamos a tener que trabajar un poquito más para mejorar la estimación.
628160	637240	Cada uno tiene sus ventajas y desventajas, Random Effects versus Fixed Effects.
638500	642100	Asumo que ya hablaron un poco de esto en clase, pero básicamente, ¿qué pasa?
642540	647700	En Random Effects lo que vamos a hacer es despegarnos de este CI,
648380	653400	y en Fixed Effects lo que vamos a hacer es hacer transformaciones sobre este modelo,
653400	657520	para estimar variables que son un poquito distintas, se interpretan de forma un poquito distinta,
658160	660780	pero nos vamos a sacar de encima este CI.
663000	666800	Y al sacarnos de encima este CI, nos estamos sacando de encima también, digamos,
667340	668860	más bien, no incluimos
668860	673180	factores
673180	675480	constantes en el tiempo.
678880	681680	Porque van a ver cuando hagamos las transformaciones que tenemos que hacer
681680	688800	en Fixed Effects para borrar el CI, que todos esos valores van a desaparecer.
689480	693540	Dentro de Fixed Effects lo que vamos a hacer hoy es ver algunas transformaciones,
693920	697260	no todas, vamos a ver, Within,
698100	700420	que también se le dice estimador de Fixed Effects.
702640	705340	Vamos a ver la transformación del
705340	709220	LSDD, o modelo de variables binarias.
715720	718060	No incluimos factores constantes en el tiempo.
