start	end	text
0	12800	Bien, bueno, lo que tenemos para ver hoy entonces es los últimos, los otros tres ejercicios del Problem Set 3
12800	18300	Voy a hacer un repaso rápido de lo que vimos en la clase pasada para que estemos un poco en contexto
19300	29120	Primero trabajamos con la base modificada de Arellano Bond 1991, que es un panel de empresas británicas que la siguen entre el 76 y el 84
29120	32860	En este caso vamos a usar un panel modificado, balanceado
32860	46760	Bueno, porque en realidad ustedes han estado compartiendo eso
46760	76740	Entonces lo que hicimos en este TP fue introducir esta noción de, bueno, ¿qué pasa si tenemos...
76740	80480	Variables rezagadas en el modelo? Es decir, si nuestro modelo es dinámico
80480	89400	Y la motivación para hacer esto es porque creemos que hay muchas variables que dependen del valor que tomaron en el periodo anterior
89400	100120	Por ejemplo, el nivel de empleo probablemente sea algún tipo de desviación o esté afectado por el empleo, el valor del empleo del año pasado
100120	103220	Bueno, estos son completamente independientes
103220	114440	Entonces lo que vimos fue, cómo estimar el modelo por los métodos que ya habíamos visto las veces pasadas para paneles estáticos
114440	125000	Usamos OLS, el primer tema que vimos con OLS fue cómo quedaba el sesgo de paneles dinámicos
125000	133000	Que esto está en SIAO, acá dice página 85, pero yo lo vi en la...
133000	134120	Creo que era 85
134120	139860	De última después, les paso bien
139860	147700	Bueno, esto creo que estaba resaltado y ya no estamos resaltados
147700	150120	Así que de última después les paso bien la referencia
150120	156320	Pero ahí está bien hecha como la recursión sobre cómo se llega a ese sesgo
156320	168980	Y lo que encuentra SIAO, o lo que se dice en SIAO, es que el parámetro de OLS termina sobreestimando el valor real del parámetro de la parte autoregresiva del modelo
168980	174780	Después lo que hicimos fue estimar el modelo usando efectos fijos
174780	178760	Y nos preguntan si la transformación within permitía eliminar el sesgo de paneles dinámicos
178760	179560	Y vimos que no
179560	185640	Básicamente porque incluso ahora que transformamos el modelo para eliminar la heterogeneidad no observada
185640	187100	Que nos estaba molestando
187100	191880	Seguimos teniendo un problema de endogeneidad
191880	195200	Porque nos queda del lado derecho de la ecuación
195200	199860	Una variable que es el logaritmo del empleo de ayer
199860	204020	Que correlaciona con el error de ese periodo
204020	209820	Básicamente porque en el cálculo de esa transformación within estamos usando
209820	210980	Acá, como se ve acá
210980	218440	La 1 sobre t-1 con un menos adelante por bi
218440	220040	Que es lo que correlaciona negativo a mi
220040	224720	Esto es lo que se llama el sesgo de níquel
224720	231540	Y en níquel se muestra que el sesgo es siempre negativo si ρ es mayor que 0
231540	237160	Entonces con fixed effects y con OLS dijimos bueno
237160	240000	Tenemos un método que sobreestima el parámetro
240000	241580	Otro método que lo subestima
241580	244620	Podemos decir que si el modelo está bien especificado
244620	246940	Vamos a tener una suerte de rango
246940	249840	Donde esperaríamos que caigan el resto de los demás parámetros
249840	252840	Que de los otros modelos que usemos
252840	255140	Y eso también nos va a dar una idea de bueno
255140	257920	Los otros modelos que usás caen dentro de ese rango
257920	260140	Si caen dentro de ese rango, buenísimo
260140	264320	Son más o menos confiables en el contexto del modelo que elegiste
264320	267760	Pero si caen fuera de ese rango, muy fuera de ese rango
267760	271600	Es para pensar bueno, que es lo que está fallando en el modelo
271600	276920	Después hicimos una transformación de diferencia finita
276920	278100	Seguimos algo parecido
278100	281060	Que incluso digamos rezagando la variable una vez más
281060	284940	Si bien conseguimos eliminar el efecto fijo CI
284940	286860	Como el cálculo
286860	290740	Por construcción
290740	296580	La variable del lado derecho, la X
296580	298140	Que sería la rezagada
298140	301820	La diferencia del rezago
301820	304940	Va a estar correlacionada con el error en ese mismo periodo
304940	308140	Ya que las transformaciones hasta ahora
308140	310640	No nos venían solucionando el tema de la endogeneidad
310640	314480	Tenemos endogeneidad
314480	315300	Entonces, ¿qué hicimos?
315380	315940	Dijimos, bueno
315940	317480	Está Anderson Seago
317480	318400	Que dijeron
318400	320140	Si tenés endogeneidad
320140	321320	Instrumentalo
321320	324740	¿Qué instrumentos vamos a utilizar?
325060	327260	Bueno, Anderson Seago lo que proponen es usar
327260	328760	Como instrumentos
328760	333120	El rezago más cercano posible
333120	335560	Pero que sea un buen instrumento
335560	336740	Y para que sea un buen instrumento
336740	339820	Tiene que ser exógeno en el modelo
339820	341780	Pero tiene que co-variar
341780	344360	Tiene que estar relacionado
344360	347620	Con la variable que estás instrumentando
347620	350340	Hicimos las cuentas
350340	352520	En ese punto creo que tenía un typo
352520	354720	Creo que fue Santiago que me lo mostró
354720	355200	Así que gracias
355200	366460	Y nada, eso
366460	369540	Vimos cómo era la performance de Anderson Seago
369540	370900	De dónde salía
370900	372600	A ver si hay algo más que esté bueno
372600	376600	Pero lo que tiene Anderson Seago
376600	379600	Es que estás usando un solo instrumento
379600	381660	Y si bien es más eficiente
381660	383620	Que lo que veníamos haciendo
383620	384920	Y es, de hecho
384920	387860	Consistente para lo que estábamos usando
387860	389820	Es la primera estimación consistente
389820	392340	Dentro de todos los modelos que venimos usando
392340	395640	Aparecen Arellano Bond
395640	396440	Que dicen
396440	398400	Mirá, ese rezago que usaste
398400	399180	Como instrumento
399180	400880	No es el único instrumento disponible
400880	402400	Tenés un montón de otros instrumentos
402400	404680	Que son todos los rezagos anteriores
404680	405720	Que, digamos
405720	407920	Si el rezago en T-2
407920	409520	Ya es un buen instrumento
409520	410900	Los anteriores también van a ser
410900	413460	Entonces Arellano Bond
413460	414580	Va a usar un estimador
414580	416520	De método generalizado de momentos
416520	417760	Que si se acuerdan
417760	419100	Lo que hace este estimador
419100	421440	Partiendo de una convicción
421440	422460	De exogeneidad
422460	424240	Que suponemos que vale
424240	425040	Nuestro modelo
425040	427100	Derivamos la expresión
427100	427520	Para
427520	430780	Derivamos la expresión
430780	431660	Para el estimador
431660	431960	De
431960	433660	GMM
433660	434480	De Arellano Bond
434480	436380	Para eso
436380	436780	Digamos
436780	438480	Cuando llegamos al estimador GMM
438480	439880	La gracia
439880	440200	O
