start	end	text
0	7540	Bien, lo que decía es que hoy vamos a seguir con el problem set número 2
7540	11460	para ya terminarlo, nos quedan por ver el ejercicio 3 y el ejercicio 4
11460	14880	Las últimas clases lo que estuvimos haciendo fue básicamente
14880	19320	revisar cuáles son los métodos disponibles para estimar modelos
19320	23580	de datos de panel cuando hay heterogeneidades de este estilo
23580	28180	que en las técnicas probablemente lo vean con el nombre C.I.
28180	32820	Pero bueno, va a ir cambiando la nutrición según el ejercicio
32820	37340	Para el día de hoy tenemos 8 ejercicios, uno que es de simulaciones
37340	43160	que está bajando bola, y el 4 está basado en un dataset
43160	47480	y un ejercicio Woodbridge que vamos a comparar los resultados
47480	50420	de .WS, random effects, fixes, fixes, fixes, fixes
50420	54600	Yo creo que la parte difícil de este DP ya la hicimos la vez pasada
54600	60440	con este ejercicio, o bueno, quizás no difícil, pero sí la parte de entender
60440	66480	realmente qué es lo que hace cada uno de los métodos que tenemos
66480	70740	Pero bueno, a modo de repaso, recuerden que lo que vimos la vez pasada fue
70740	76240	Uno si quiere puede estimar con .WS, o sea, hacer .WS sobre toda la muestra
76240	80840	El tema es que .WS descansa sobre supuestos que son muy restrictivos
80840	82680	para el tipo de datasets que manejamos
82680	88860	Particularmente el supuesto de ausencia, autocorrelación de los errores
88860	94460	Ya hablamos un montón acerca de por qué podría no cumplirse en datos de panel
94460	97400	Básicamente tenemos una estructura de datos que hace que
97400	104380	Periodo a periodo, los errores a nivel individuo puedan estar correlacionados entre sí
104380	110380	Entonces, cada vez que computamos .WS teníamos que tener eso en cuenta
110380	115680	pero para tener que usarlo como benchmark para comparar contra los otros métodos que vamos a usar
115680	122120	Dentro de los métodos que vimos de estimación de datos de panel
122120	129100	En caso donde tenemos heterogeneidades de este estilo, vimos dos grandes opciones
129100	131100	Random effects o fixed effects
131100	137100	Y la gran diferencia entre esos dos era que uno asume que puede llegar a haber correlación
137100	143100	Entre este efecto y los errores, perdón, este efecto y las variables explicativas
143100	145100	Y el otro no
145100	149100	Entonces, fixed effects asume que podría haber algún tipo de correlación
149100	151100	Random effects no
151100	156080	Y lo que estuvimos hablando también la vez pasada, más al final de la clase
156080	160080	Es que el estimador de random effects va a ser consistente
160080	168080	Sí, solo si es únicamente en los casos donde es apropiado hablar de un estimador de random effects
168080	174080	Pero en caso de que no, si estuviéramos que pensar en la situación de fixed effects
174080	176080	Es que señala más correcto, por decirlo
176080	179060	Ese estimador de random effects deja de ser consistente
179060	182040	Y ahí es donde entra en juego el test de Hausmann a comparar
182040	187040	Primero comparas la consistencia de los dos y después la eficiencia
187040	192020	Y en base a eso el test define cuál de los dos estimadores sería mejor
192020	199000	A ver si me estoy olvidando de algo
199000	201980	Pero no creo que era eso básicamente
