start	end	text
0	5160	Bueno
5160	9620	La clase de hoy nos toca
9620	11860	Arranar con el Problem Set 3
11860	14620	Pero antes de arrancar en sí
14620	16120	Con el Problem Set 3
16120	17500	Un poco, ¿qué vamos a hacer hoy?
18680	19960	El Problem Set 3 tiene
19960	21260	Cuatro ejercicios
21260	23280	Bueno, acá abrí el archivo de las soluciones, pero
23280	25400	Tiene cuatro ejercicios
25400	27880	Yo creo que hoy vamos a llegar a ser el primero
27880	29700	Porque
29700	31440	Y quizás veamos un poquito del segundo
31440	33500	Pero me interesa más ver el primero con detalle
33500	33920	Porque
33920	37600	El primero es como la base de los ejercicios
37600	39120	Que vienen después, entonces está bueno como
39120	40920	Ver cuáles son las cuentas
40920	43800	Que hay atrás de cada uno de los ejercicios
43800	45680	Digamos, en las soluciones tienen
45680	47960	Un parrafito, creo que está bueno
47960	48280	Ver
48280	51000	Cómo está en el TP
51000	53300	Ver de dónde sale
53300	54940	Y dónde podrían encontrar más información
54940	56140	Si necesitan
56140	59480	Entonces voy a estar escribiendo a HomeDev
59480	62060	Eso por un lado
62060	63840	Pero antes de arrancar
63840	65400	Quería contextualizar un poco
65400	66460	Qué es lo que vamos a estar viendo
66460	70120	En el TP
70120	73680	Hasta ahora nuestros modelos
73680	75000	Nosotros veníamos asumiendo
75000	78480	Trabajamos ya con modelos lineales
78480	80940	Y con modelos que incluyen un efecto
80940	82520	No observado
82520	85620	Que se corresponde con cada individuo
85620	86680	Con cada county
86680	88200	Con cada firma
88200	90100	Y que se mantiene constante a lo largo del tiempo
90100	91920	Y en esos modelos
91920	93640	Para que nuestras estimaciones
93640	94960	Sean consistentes
94960	95900	Lo que teníamos que asumir
95900	97000	Era el cumplimiento
97000	99080	De supuestos de exogeneidad estricta
99080	100980	De las variables independientes
100980	102420	Y en el caso de que haya
102420	103460	Alguna variable
103460	105460	El CI
105460	106640	El efecto fijo
106640	109520	El supuesto de exogeneidad estricta
109520	110780	Era condicional de ese efecto fijo
110780	115720	Si se acuerdan
115720	116640	Y voy a como
116640	122820	Voy a estar haciendo bastante hincapié sobre esto
122820	126040	Sobre esto me refiero a qué supuestos
126040	127500	Estamos usando en cada modelo
127500	130620	La parte de exogeneidad estricta
130620	132520	Nos decía que los errores de hoy
132520	134100	No pueden correlacionar
134100	135380	Con las variables independientes
135380	135980	Ni de ayer
135980	136480	Ni de hoy
136480	137180	Ni del futuro
137180	140020	Condicional al efecto no observable
140020	141060	En el caso de fixed effects
141060	145000	La parte de efectos constantes
145000	145320	En el tiempo
145320	146000	Ya vimos un montón
146000	147540	Cómo afecta la estimación
147540	147960	Y cómo
147960	150900	Ya lo vimos a lo largo de los TPS 1 y 2
150900	152580	Ahora bien
152580	154520	Lo que vamos a introducir en este TPS
154520	155880	Son los paneles dinámicos
155880	157040	Que esto entiendo que ya lo vieron
157040	159120	Si no hace una o dos clases con Martín
159120	161900	Pero creo que esta semana no hubo clases
161900	162580	Así que
162580	162920	Nada
162920	166260	Si la pasada no hubo clases
166260	167260	Ok
167260	168000	Mejor así
168000	169760	Hacemos un cacho
169760	173400	Entonces vamos a
173400	174980	Incluir paneles dinámicos
174980	176700	En la parte práctica
176700	179320	Y cuál es el sentido
179320	179620	O sea
179620	181000	Por qué queremos incluir
181000	182680	Modelos
182680	184660	Modelos dinámicos
184660	186620	Básicamente porque lo que vamos a asumir
186620	187760	Es que
187760	190080	Estamos mirando
190080	190760	O más bien
190760	191440	Es útil
191440	192280	La aplicación
192280	193460	De modelos dinámicos
193460	194420	Y el análisis
194420	195320	De modelos dinámicos
195320	196280	Para
196280	197740	Paneles donde
197740	198500	Estamos pensando
198500	199740	Que alguna de las variables
199740	202220	Independientes
202220	202740	O más bien
202740	203800	El modelo en sí
203800	205600	Depende de su propio valor
205600	206180	En el pasado
206180	209720	Básicamente porque estamos
209720	210560	Siguiendo la misma firma
210560	211320	A lo largo de
211320	212020	O el mismo
212020	212580	Individuo
212580	213160	O el mismo
213160	215780	O el mismo país
215780	217080	Durante diferentes periodos
217080	223540	Entonces
223540	224320	En general
224320	225400	Este tipo de aplicaciones
225400	226860	Las que estamos haciendo series de tiempo
226860	227900	Les va a sonar mucho más
227900	228720	Mucho de las
228720	229920	Notaciones
229920	230360	Y
230360	231620	De los nombres
231620	232300	Y los parámetros
232300	232920	Que usamos
232920	235540	Pero bueno
235540	236020	En definitiva
236020	237080	Lo que queremos agregar
237080	237980	Al análisis
237980	238920	Son modelos donde
238920	240160	La variable
240160	243660	Dependiente
243660	244600	Depende de sí misma
244600	245140	En el pasado
245140	247380	Y aparte
247380	248120	Como ya sabemos
248120	249300	Manejar paneles
249300	250480	Y estamos muy cancheros
250480	251040	En eso
251040	252020	Y sabemos que puede haber
